IRIS;LIBIRIS;COM;LIBCOM;REG;DEP;ARR;CV;ZE1990;NBMEN06;RFMQ106;RFMQ206;RFMQ306;RFMIQ06;RFMD106;RFMD206;RFMD306;RFMD406;RFMD606;RFMD706;RFMD806;RFMD906;RFMRD06;RFMET06;RFMMO06;RFMGI06
382290301;MAUPERTUIS-ST MURY-CHARLAIX;38229;Meylan;82;38;381;3850;8223;1068;35440;60224;88146;52706;19660;29914;39654;49607;69980;81173;99656;134823;6.9;107972.19;76271.12;0.4219
382290302;HAUT MEYLAN;38229;Meylan;82;38;381;3850;8223;1077;34963;59905;96191;61228;20861;30543;39024;49797;72369;85292;107711;147755;7.1;112944.62;81425.45;0.4435
382290401;ZONE ACTIVITE 1;38229;Meylan;82;38;381;3850;8223;;;;;;;;;;;;;;;;;
382290402;ZONE ACTIVITE 2;38229;Meylan;82;38;381;3850;8223;81;17759;26128;43900;26141;;;;;;;;;;;;
382290403;ZONE ACTIVITE 3;38229;Meylan;82;38;381;3850;8223;;;;;;;;;;;;;;;;;
382290404;ZONE SPECIFIQUE L'ILE D'AMOUR;38229;Meylan;82;38;381;3850;8223;;;;;;;;;;;;;;;;;
383170101;GRAND-GALET;38317;Le Pont-de-Claix;82;38;381;3840;8223;854;17940;26709;37437;19497;12607;16517;19633;23031;31177;35443;40097;48278;3.8;19052.61;29381.06;0.2986
383170102;VILLANCOURT;38317;Le Pont-de-Claix;82;38;381;3840;8223;871;16842;25141;36281;19439;12343;15524;18490;21695;28586;33559;38625;46349;3.8;16021.25;28092.99;0.2983
383170103;LES-ILES-DE-MARS-LES-OLYMPIADES;38317;Le Pont-de-Claix;82;38;381;3840;8223;890;13026;20045;29492;16466;7398;11421;14517;17162;22733;26686;32423;39774;5.4;13650.27;22382.25;0.3287
383170104;ARC-EN-CIEL;38317;Le Pont-de-Claix;82;38;381;3840;8223;738;17254;25089;35763;18509;11291;15560;18611;21278;28970;33147;38820;47560;4.2;15317.79;27784.08;0.2952
383170105;BOURG;38317;Le Pont-de-Claix;82;38;381;3840;8223;1048;16232;24822;37134;20902;9638;14417;17859;20991;28876;34171;39995;48649;5.0;18019.91;28020.58;0.3315
383170106;ZONE-D-ACTIVITE-DES-ILES;38317;Le Pont-de-Claix;82;38;381;3840;8223;;;;;;;;;;;;;;;;;
383820101;ZONE-INDUSTRIELLE;38382;Saint-Egrève;82;38;381;3851;8223;;;;;;;;;;;;;;;;;
383820102;ROCHEPLEINE;38382;Saint-Egrève;82;38;381;3851;8223;870;21728;34170;51286;29558;13300;18529;24334;28587;40739;47111;55118;67238;5.1;28155.13;39637.39;0.3485
383820103;CHAMPAVIOTTE;38382;Saint-Egrève;82;38;381;3851;8223;888;19008;27742;40324;21317;12942;17188;20697;24108;32336;37456;45127;55807;4.3;21457.56;32431.16;0.3199
383820104;BARNAVE-SAINT ROBERT;38382;Saint-Egrève;82;38;381;3851;8223;780;28489;40454;56546;28058;19117;26046;31466;36044;45750;53427;61253;75759;4.0;27099.08;45757.28;0.2976
383820105;LA-MONTA-VISANCOURT;38382;Saint-Egrève;82;38;381;3851;8223;1044;18866;29665;47765;28899;12744;17393;20838;25130;36039;42793;53045;65926;5.2;25939.11;36327.90;0.3553
383820201;FIANCEY-BRIEUX;38382;Saint-Egrève;82;38;381;3851;8223;1042;23285;39105;58954;35669;14547;20231;26590;32631;46222;54527;65541;81011;5.6;33906.04;45874.99;0.3653
383820202;MOUTONNEES;38382;Saint-Egrève;82;38;381;3851;8223;771;22087;32582;48089;26002;15399;19805;24659;28498;37804;43797;52203;64983;4.2;24710.87;38238.26;0.3196
383820203;PREDIEU;38382;Saint-Egrève;82;38;381;3851;8223;744;20049;28339;39556;19507;14415;18130;21847;25128;32035;37602;41828;50763;3.5;16676.36;31507.96;0.2802
384210101;CROIX-ROUGE;38421;Saint-Martin-d'Hères;82;38;381;3897;8223;1504;14419;22112;34848;20430;7678;12886;15873;18510;25987;31575;38383;50662;6.6;23189.17;26890.44;0.3744
384210102;NEYRPIC;38421;Saint-Martin-d'Hères;82;38;381;3897;8223;;;;;;;;;;;;;;;;;
384210103;PORTAIL-ROUGE;38421;Saint-Martin-d'Hères;82;38;381;3897;8223;1034;14645;23583;37440;22795;7676;12529;16418;19976;28820;34627;40677;50953;6.6;19278.52;27699.88;0.3641
384210201;LA-PLAINE;38421;Saint-Martin-d'Hères;82;38;381;3897;8223;1129;15935;24505;36985;21050;9395;13931;17138;20396;28673;34314;40230;50612;5.4;17793.91;27768.60;0.3372
384210202;RENAUDIE;38421;Saint-Martin-d'Hères;82;38;381;3897;8223;981;10168;18205;29786;19618;3785;7828;12189;15178;22311;27175;32841;43772;11.6;18054.90;21869.49;0.4107
384210301;PAUL-BERT;38421;Saint-Martin-d'Hères;82;38;381;3897;8223;1016;16705;23977;34054;17350;11088;15065;17869;20550;27077;31531;36352;44696;4.0;15324.64;26397.78;0.2977
384210302;PAUL-ELUARD;38421;Saint-Martin-d'Hères;82;38;381;3897;8223;935;16604;25158;36564;19960;10676;15258;18509;21560;28780;33628;39507;50795;4.8;20988.76;28874.04;0.3333
384210401;LES-ALLOVES;38421;Saint-Martin-d'Hères;82;38;381;3897;8223;748;16851;27364;37215;20364;11009;15217;18662;22782;31039;35100;40015;48654;4.4;15528.80;28610.41;0.2993
384210402;LE-VILLAGE;38421;Saint-Martin-d'Hères;82;38;381;3897;8223;1244;20525;30494;42019;21494;13239;18447;22196;26304;34933;38851;46625;58075;4.4;23580.66;34298.62;0.3155
384210501;MURIER;38421;Saint-Martin-d'Hères;82;38;381;3897;8223;848;17597;27819;39427;21830;10474;15080;19072;23197;31059;36370;44085;55958;5.3;28031.93;32584.37;0.3744
384210502;SEMARD;38421;Saint-Martin-d'Hères;82;38;381;3897;8223;1452;12154;19662;31630;19476;6312;10740;13663;16591;23589;28283;35244;43646;6.9;16783.37;23347.21;0.3703
384210601;TAILLEES;38421;Saint-Martin-d'Hères;82;38;381;3897;8223;1113;15925;25534;39394;23469;8855;13808;17772;21571;30273;36474;43771;55085;6.2;20468.16;29664.65;0.3572
384210602;DOMAINE-UNIVERSITAIRE;38421;Saint-Martin-d'Hères;82;38;381;3897;8223;310;81;4473;8080;7999;0;0;836;2830;5732;6874;10736;17032;;10600.64;7186.52;0.6367
384210603;GLAIRONS;38421;Saint-Martin-d'Hères;82;38;381;3897;8223;62;14284;30820;54527;40243;;;;;;;;;;;;
384740101;LA FALAISE;38474;Sassenage;82;38;381;3832;8223;760;18351;26770;38735;20384;13346;17141;19747;22885;31671;36121;40525;48641;3.6;17791.62;30007.14;0.2962
384740102;LA PLAINE;38474;Sassenage;82;38;381;3832;8223;1139;21470;34095;49437;27967;13969;19007;24176;29179;39354;46036;53653;69820;5.0;25235.93;38715.51;0.3321
384740103;LE BOURG-LES COTES;38474;Sassenage;82;38;381;3832;8223;1356;19521;31373;47994;28474;13080;17666;21749;26227;37436;44183;52409;66725;5.1;28137.93;37406.40;0.3560
384740104;ENGENIERES-ROLANDIERE;38474;Sassenage;82;38;381;3832;8223;790;25357;36955;51308;25951;16767;21907;28038;32708;42161;47848;55261;70312;4.2;58653.80;43172.30;0.3355
384850101;LES-ILES-SUD;38485;Seyssinet-Pariset;82;38;381;3856;8223;1342;17521;27023;39078;21557;12272;15737;18993;23050;31186;36514;43081;54349;4.4;20799.42;31225.05;0.3325
384850102;LES-ILES-NORD;38485;Seyssinet-Pariset;82;38;381;3856;8223;1268;17708;27151;39104;21397;12406;16290;19301;23103;31355;35994;42602;52895;4.3;27907.62;31399.38;0.3336
384850103;LA-FAUCONNIERE;38485;Seyssinet-Pariset;82;38;381;3856;8223;528;20847;32008;48247;27401;13779;19342;23517;27413;38897;44077;52754;64784;4.7;21687.90;36714.77;0.3198
384850104;PACALAIRE;38485;Seyssinet-Pariset;82;38;381;3856;8223;879;19629;28787;41287;21658;13477;17965;21310;24634;33645;38330;45584;57976;4.3;20281.39;32878.33;0.3123
384850105;LE-VILLAGE;38485;Seyssinet-Pariset;82;38;381;3856;8223;840;21759;35073;54140;32381;14279;19548;24457;29379;40854;48311;58681;76731;5.4;137899.23;46431.56;0.4242
384850106;HAUT-DE-LA-COMMUNE;38485;Seyssinet-Pariset;82;38;381;3856;8223;199;26852;47769;74262;47410;;;;;;;;;;;;
385440101;JEAN-MOULIN;38544;Vienne;82;38;383;3899;8214;909;13889;20913;33282;19393;8000;12094;14896;17434;25648;30640;35916;45890;5.7;17895.80;25079.52;0.3601
385440102;SAINT-GERMAIN;38544;Vienne;82;38;383;3899;8214;1134;16342;23857;34881;18539;10966;14949;17762;20808;28125;32172;37839;47191;4.3;19918.35;28119.99;0.3298
385440103;MICHEL-SERVET;38544;Vienne;82;38;383;3899;8214;1110;14521;20650;32730;18209;9953;13056;15596;17967;24388;29299;37528;49372;5.0;29282.19;28160.38;0.3984
385440201;SALLE-DES-FETES;38544;Vienne;82;38;383;3899;8214;2032;12504;19175;30702;18198;6212;10909;14085;16569;22986;27680;34858;46884;7.5;21773.23;24514.76;0.4043
385440202;LES-COLLINES;38544;Vienne;82;38;383;3899;8214;1133;20164;37998;62029;41865;11857;17360;22547;30044;45051;55311;69159;96463;8.1;54099.80;50938.11;0.4550
385440301;SALOMON;38544;Vienne;82;38;383;3899;8214;946;9558;17305;32982;23424;3338;7971;11081;14421;21169;28737;37012;48467;14.5;22035.69;23553.27;0.4558
385440302;VALLEE-DE-GERE;38544;Vienne;82;38;383;3899;8214;911;8529;16376;26931;18402;2554;7033;10319;13153;19777;24139;31529;41954;16.4;20470.92;20829.93;0.4563
385440303;CHARLEMAGNE;38544;Vienne;82;38;383;3899;8214;862;15553;26905;41668;26115;10191;14323;17281;22116;31901;37869;45559;60140;5.9;26622.61;31986.40;0.3764
385440304;MALISSOL;38544;Vienne;82;38;383;3899;8214;608;13047;22364;35749;22702;5630;11349;15189;18558;27450;33032;39498;47683;8.5;16765.83;25441.01;0.3627
385440401;PASTEUR-LEVEAU;38544;Vienne;82;38;383;3899;8214;1381;14671;23075;34253;19582;8852;13229;16089;19368;27066;31851;37715;50321;5.7;20255.33;27228.27;0.3651
385440402;ESTRESSIN;38544;Vienne;82;38;383;3899;8214;1183;16555;24773;36578;20023;11173;15035;17958;21134;28417;33679;40237;49857;4.5;31199.42;30505.33;0.3710
385440403;GRAND-ESTRESSIN;38544;Vienne;82;38;383;3899;8214;814;11203;17261;24420;13217;4966;9527;12566;14821;19653;22941;27011;35427;7.1;12408.88;19025.40;0.3479
385530101;LES-ARMIERES-LE-MAS-DE-LA-RAZ;38553;Villefontaine;82;38;382;3858;8211;928;18578;29008;41421;22843;12450;17024;20245;24248;34349;38777;44693;55680;4.5;19805.53;32292.16;0.3125
385530102;LES ROCHES;38553;Villefontaine;82;38;382;3858;8211;1145;13946;20646;32469;18523;7382;11877;14997;17629;24300;29696;35446;46370;6.3;16953.64;24546.10;0.3591
385530103;CENTRE-ST-BONNET-MUISSIAT;38553;Villefontaine;82;38;382;3858;8211;1364;12884;18884;29650;16766;6254;11260;14143;16436;22025;27243;32666;40496;6.5;15430.19;22114.66;0.3542
385530104;LES-PICOTIERES-LE-VILLAGE;38553;Villefontaine;82;38;382;3858;8211;690;22163;38132;55433;33270;13218;19596;25996;32633;43939;51312;59359;74425;5.6;29521.57;42449.50;0.3432
385530105;LES-FOUGERES-QUINCIAS;38553;Villefontaine;82;38;382;3858;8211;1523;19646;28432;38213;18567;13640;17655;20792;24271;32129;35903;41024;48079;3.5;15895.76;30257.32;0.2765
385530106;VAUGELAS;38553;Villefontaine;82;38;382;3858;8211;701;14093;19391;29665;15572;7637;12044;14978;16578;23157;27557;32569;40157;5.3;15029.57;22812.66;0.3404
385630101;SOUILLET-VOUISE;38563;Voiron;82;38;381;3845;8219;1133;19820;30799;44967;25147;13502;17849;21874;26116;35272;41065;49468;62128;4.6;37766.04;35138.39;0.3393
385630102;VOIRON-OUEST;38563;Voiron;82;38;381;3845;8219;953;18911;30384;44627;25716;12317;16748;21052;25658;35172;40663;48973;63604;5.2;43854.14;37063.01;0.3837
385630103;CENTRE-VILLE-NORD;38563;Voiron;82;38;381;3845;8219;1106;13197;20692;32257;19060;7181;11489;14546;17221;24507;28948;35686;48664;6.8;21579.72;25553.68;0.3910
385630104;CENTRE-VILLE-OUEST;38563;Voiron;82;38;381;3845;8219;1384;15031;22454;34312;19281;9449;13528;16233;19060;26488;31660;37145;47742;5.1;21340.38;26932.94;0.3508
385630105;CENTRE-VILLE-EST;38563;Voiron;82;38;381;3845;8219;1341;13675;21401;33493;19818;8734;12525;14969;17842;25637;30671;36285;48866;5.6;22120.08;26641.70;0.3802
385630106;CENTRE-VILLE-SUD-VALLEE;38563;Voiron;82;38;381;3845;8219;1501;13029;19418;30353;17324;6992;11704;14198;16425;22973;27650;33553;43115;6.2;62478.33;25158.63;0.4116
385630107;GRAND-BRUNETIERE-CRIEL NORD;38563;Voiron;82;38;381;3845;8219;920;14172;22752;34225;20054;8390;12370;15721;18768;26046;31392;37963;50582;6.0;23608.19;26856.32;0.3756
385630108;CRIEL-CHAMPFEUILLET;38563;Voiron;82;38;381;3845;8219;841;23453;39294;57883;34430;15492;21412;26040;32110;46193;52858;62317;77723;5.0;37289.46;46076.35;0.3641
391980101;ZONE INDUSTRIELLE NORD;39198;Dole;43;39;391;3996;4306;;;;;;;;;;;;;;;;;
391980102;NOUVELLES. PETIT FORT;39198;Dole;43;39;391;3996;4306;868;15315;23467;35223;19908;9600;13718;16539;19606;26791;32192;39538;48949;5.1;17625.51;27011.72;0.3407
391980103;FAUBOURG DE BESANCON. LES COMMARDS;39198;Dole;43;39;391;3996;4306;1060;13627;21034;34056;20430;7993;12388;15112;17640;25126;30699;37357;49931;6.2;24422.81;26864.86;0.3956
391980104;ROCHEBELLE. LANDON;39198;Dole;43;39;391;3996;4306;941;15892;25970;38068;22176;11013;14391;17498;21726;30589;35980;40737;53140;4.8;27002.29;31318.79;0.3723
391980105;CENTRE VILLE;39198;Dole;43;39;391;3996;4306;1168;11181;17817;28542;17361;5340;9528;12688;15268;21165;25779;31956;44068;8.3;21983.10;23047.03;0.4277
391980106;PAIX. WILSON. MACHARD;39198;Dole;43;39;391;3996;4306;982;13660;20161;30540;16880;8250;12321;14732;17248;23494;27729;34039;44669;5.4;26493.79;25595.20;0.3920
391980107;FAUBOURG DE CHALON;39198;Dole;43;39;391;3996;4306;1003;15577;22400;34103;18526;11033;14036;16706;19263;26785;31884;37280;47012;4.3;22827.26;27869.37;0.3572
391980108;PLUMONT.  VAL FLEURI;39198;Dole;43;39;391;3996;4306;1196;15808;24404;36808;21001;11326;14398;17296;20646;29326;34271;41170;53153;4.7;22867.49;29810.08;0.3524
391980109;AZANS. LA BEDUGUE;39198;Dole;43;39;391;3996;4306;903;19577;28543;41205;21628;13024;17619;21292;25249;33098;37893;45065;59231;4.5;44455.48;36925.02;0.3827
391980110;ZONE PORTUAIRE. LE BOICHOT;39198;Dole;43;39;391;3996;4306;1001;14420;22835;36271;21851;8596;13034;15965;18960;27178;32766;40627;54668;6.4;30678.68;29140.55;0.4046
391980111;GOUX;39198;Dole;43;39;391;3996;4306;115;22797;31693;46670;23873;;;;;;;;;;;;
391980112;SAINT-YLIE;39198;Dole;43;39;391;3996;4306;122;20086;27759;41889;21803;;;;;;;;;;;;
391980113;SORBIERS. MESNILS PASTEUR SUD;39198;Dole;43;39;391;3996;4306;649;7281;14166;22305;15024;1510;5918;8250;11056;16218;19493;24895;32145;21.3;13525.61;16161.28;0.4270
391980114;LES MESNILS PASTEUR NORD;39198;Dole;43;39;391;3996;4306;599;6159;12978;19258;13099;101;4782;7703;10099;15453;17539;21323;27649;273.8;10749.84;13998.02;0.4164
393000101;SUD;39300;Lons-le-Saunier;43;39;392;3997;4311;1089;17924;28027;40811;22887;12211;16214;20308;24123;32287;37520;44550;57157;4.7;26576.60;33343.83;0.3515
393000102;PREFECTURE;39300;Lons-le-Saunier;43;39;392;3997;4311;1495;12059;18316;29270;17211;6606;10698;13591;15575;21601;26450;33069;43970;6.7;21454.94;23470.70;0.4032
393000103;LES MOUILLERES;39300;Lons-le-Saunier;43;39;392;3997;4311;1544;11645;17552;28054;16409;5716;9808;13075;15205;20346;25182;31314;41549;7.3;17897.16;21802.93;0.3901
393000104;ZONE INDUSTRIELLE;39300;Lons-le-Saunier;43;39;392;3997;4311;;;;;;;;;;;;;;;;;
393000105;LA MARjORIE;39300;Lons-le-Saunier;43;39;392;3997;4311;1368;10050;16299;25296;15246;3751;8262;11572;13954;19072;23206;28400;37131;9.9;15300.72;19207.92;0.3881
393000106;VAL DU SOLVAN;39300;Lons-le-Saunier;43;39;392;3997;4311;922;15077;23282;36634;21557;9035;13667;16649;19951;28075;33095;41021;52128;5.8;23696.70;28815.67;0.3724
393000107;CENTRE;39300;Lons-le-Saunier;43;39;392;3997;4311;1100;10728;16795;26650;15922;4847;9069;12138;14375;20013;24167;29848;41495;8.6;31336.99;22484.43;0.4420
393000108;NORD;39300;Lons-le-Saunier;43;39;392;3997;4311;1035;19832;30824;45208;25376;13433;17242;21659;25729;35750;41440;49935;62937;4.7;29632.36;37026.91;0.3598
394780101;CENTRE VILLE NORD;39478;Saint-Claude;43;39;393;3926;4313;961;14554;22476;34065;19511;9661;13296;15702;18757;27115;31586;37920;49349;5.1;24205.69;27773.03;0.3741
394780102;CENTRE VILLE SUD;39478;Saint-Claude;43;39;393;3926;4313;809;15834;24657;36037;20203;9898;13983;16951;20425;28739;33557;40326;51201;5.2;23585.05;29013.29;0.3628
394780103;CHABOT-MOUTON;39478;Saint-Claude;43;39;393;3926;4313;914;12689;19454;28577;15888;7869;11297;14198;16432;22284;26501;32287;40852;5.2;15907.94;22414.14;0.3491
394780104;CAPUCINE-GARE-MIROIR;39478;Saint-Claude;43;39;393;3926;4313;1159;15465;22311;33272;17807;10369;14127;16366;19152;26581;30760;36346;45557;4.4;18528.60;26467.55;0.3313
394780105;LES AVIGNONNETS;39478;Saint-Claude;43;39;393;3926;4313;615;10802;17902;27811;17009;4129;8422;12677;14834;21378;25446;29562;38134;9.2;14639.03;20256.13;0.3725
394780106;PLAN D'ACIER-LES ETRACHES;39478;Saint-Claude;43;39;393;3926;4313;45;20292;27263;37941;17649;;;;;;;;;;;;
394780107;CHAUMONT;39478;Saint-Claude;43;39;393;3926;4313;;;;;;;;;;;;;;;;;
394780108;CHEVRY;39478;Saint-Claude;43;39;393;3926;4313;;;;;;;;;;;;;;;;;
394780109;CINQUETRAL;39478;Saint-Claude;43;39;393;3926;4313;101;19159;29537;49524;30365;;;;;;;;;;;;
394780110;RANCHETTE;39478;Saint-Claude;43;39;393;3926;4313;;;;;;;;;;;;;;;;;
394780111;VALFIN;39478;Saint-Claude;43;39;393;3926;4313;83;18427;29082;43852;25425;;;;;;;;;;;;
394780112;VAUCLUSE;39478;Saint-Claude;43;39;393;3926;4313;;;;;;;;;;;;;;;;;
400880101;SABLAR-RIVE DROITE;40088;Dax;72;40;401;4097;7206;1075;9239;15534;24236;14997;3006;7564;10493;13252;18127;21814;27732;34642;11.5;17020.71;18734.69;0.4162
400880102;CENTRE VILLE;40088;Dax;72;40;401;4097;7206;1727;10559;16941;29207;18648;3760;8761;11972;14316;20314;25764;33748;51159;13.6;37324.38;25651.12;0.5014
400880103;SAINT-PIERRE;40088;Dax;72;40;401;4097;7206;1527;12795;18201;29423;16628;7962;11549;14025;15975;21905;26693;32821;43453;5.5;19510.69;23552.31;0.3753
400880104;GOND;40088;Dax;72;40;401;4097;7206;1177;10709;16712;28331;17622;5277;9588;11933;14359;20217;24962;31660;40900;7.8;20409.91;21803.96;0.4148
400880105;LA TORTE-BERRE;40088;Dax;72;40;401;4097;7206;1182;15777;25197;38363;22586;10090;14321;17577;20618;29565;34607;41803;55497;5.5;29139.51;30947.67;0.3842
400880106;HAUT-SAINT-PIERRE;40088;Dax;72;40;401;4097;7206;1181;14280;21531;32096;17816;8843;12819;15406;18540;25910;29728;35374;44924;5.1;17542.33;25172.58;0.3432
400880107;SAINT-VINCENT;40088;Dax;72;40;401;4097;7206;1465;13758;22272;35587;21829;7472;12068;15145;18547;26882;32642;40703;56814;7.6;33836.64;30435.10;0.4458
400880108;SAUBAGNAC;40088;Dax;72;40;401;4097;7206;847;16133;24264;36468;20335;11108;14819;17518;21161;29355;33739;39975;52438;4.7;21727.29;29238.20;0.3455
401920101;DAGAS;40192;Mont-de-Marsan;72;40;402;4098;7282;865;18035;28920;42751;24716;11095;15876;19731;24388;32930;39350;45841;57169;5.2;22111.99;32600.15;0.3467
401920102;SAINT-JEAN-D'AOUT;40192;Mont-de-Marsan;72;40;402;4098;7282;1082;15238;24626;37928;22690;9499;13730;16792;20977;29253;35260;42228;54544;5.7;28942.20;30745.32;0.3876
401920103;BARBE D'OR;40192;Mont-de-Marsan;72;40;402;4098;7282;891;20288;28777;38588;18300;15887;18792;21711;25369;32010;36469;40591;48758;3.1;18694.48;31456.04;0.2637
401920104;NONERES;40192;Mont-de-Marsan;72;40;402;4098;7282;1128;13312;19011;29969;16657;6750;11678;14319;16171;22482;27245;32585;43202;6.4;29058.28;24635.81;0.4072
401920105;SAINT-ROCH;40192;Mont-de-Marsan;72;40;402;4098;7282;1525;10655;16731;27540;16885;3667;8776;12037;14308;19829;24765;31603;42116;11.5;21969.81;22054.01;0.4369
401920106;BOURG-NEUF;40192;Mont-de-Marsan;72;40;402;4098;7282;1517;13201;20386;32046;18845;5754;11515;14449;17056;23976;28907;35911;49741;8.6;25721.21;26265.89;0.4226
401920107;CROUSTE;40192;Mont-de-Marsan;72;40;402;4098;7282;1536;14027;21520;32397;18371;8075;12766;15283;17897;24578;29509;35441;47307;5.9;24438.70;26482.99;0.3867
401920108;CARBOUE;40192;Mont-de-Marsan;72;40;402;4098;7282;68;16974;25999;41603;24629;;;;;;;;;;;;
401920109;SAINT-MEDARD;40192;Mont-de-Marsan;72;40;402;4098;7282;832;20438;30412;42834;22396;14283;18428;22331;26202;34865;39791;47550;58811;4.1;27299.17;35457.21;0.3304
401920110;LACROUTS;40192;Mont-de-Marsan;72;40;402;4098;7282;1049;21083;32106;44678;23595;14455;18952;22615;27328;36366;41529;48335;58372;4.0;24445.97;36010.07;0.3173
401920111;PEYROUAT;40192;Mont-de-Marsan;72;40;402;4098;7282;1388;9552;18164;30768;21217;1182;6933;11987;15023;22285;27863;34420;43617;36.9;19001.92;21703.70;0.4294
401920112;BEILLET;40192;Mont-de-Marsan;72;40;402;4098;7282;1242;23983;35385;48463;24480;16030;21314;26379;30522;39814;44884;51960;61870;3.9;26821.68;39009.89;0.3053
402790101;MAIRIE-ALBINE;40279;Saint-Paul-lès-Dax;72;40;401;4004;7206;1187;15061;23137;33203;18142;10119;13631;16498;19507;26452;30192;37489;47734;4.7;22506.53;27119.72;0.3505
402790102;BOURG SUD;40279;Saint-Paul-lès-Dax;72;40;401;4004;7206;1218;13694;20754;32780;19086;7708;12017;14710;17025;25110;29844;36179;46797;6.1;17079.24;24776.96;0.3594
402790103;LAC-LA PINCE;40279;Saint-Paul-lès-Dax;72;40;401;4004;7206;1050;19672;28547;39990;20318;12977;17183;21279;24987;32313;36577;42955;52183;4.0;20729.85;31725.01;0.3024
402790104;ECARTS NORD;40279;Saint-Paul-lès-Dax;72;40;401;4004;7206;726;20682;30758;46477;25795;13179;18273;22916;27053;35305;42147;50867;65671;5.0;38267.31;39333.94;0.3849
402790105;BOURG EST;40279;Saint-Paul-lès-Dax;72;40;401;4004;7206;1025;15497;25432;39213;23716;10021;13777;17082;20987;30082;35634;44593;61046;6.1;34367.69;33070.93;0.4109
402810101;OUEST-CENTRE VILLE;40281;Saint-Pierre-du-Mont;72;40;402;4030;7282;1151;19845;31844;44710;24865;13678;17959;22016;26246;35857;41342;47841;57622;4.2;23160.32;34839.01;0.3137
402810102;LAMOUSTEY;40281;Saint-Pierre-du-Mont;72;40;402;4030;7282;1048;13373;22700;35181;21808;5248;11249;14851;17944;26982;31625;39966;51784;9.9;30528.25;27025.83;0.4131
402810103;BIARNES;40281;Saint-Pierre-du-Mont;72;40;402;4030;7282;1158;20408;30203;42518;22110;13920;18511;22586;26202;34642;39882;46253;60938;4.4;24731.61;35282.40;0.3302
403120101;NORD OUEST;40312;Tarnos;72;40;401;4021;7291;985;17662;27426;38184;20522;12347;15908;19618;23765;31228;35984;41943;52969;4.3;18072.04;30266.70;0.3069
403120102;CENTRE 1;40312;Tarnos;72;40;401;4021;7291;933;20318;30432;42756;22438;13789;18066;22540;26730;34095;39161;46358;56971;4.1;18022.85;33234.82;0.2928
