IRIS;LIBIRIS;COM;LIBCOM;REG;DEP;ARR;CV;ZE1990;NBMEN06;RFMQ106;RFMQ206;RFMQ306;RFMIQ06;RFMD106;RFMD206;RFMD306;RFMD406;RFMD606;RFMD706;RFMD806;RFMD906;RFMRD06;RFMET06;RFMMO06;RFMGI06
591220109;CAMBRAI 9;59122;Cambrai;31;59;592;5988;3116;1718;10775;18602;31870;21095;3262;8256;12361;15177;22613;28028;36986;54687;16.8;36923.38;27482.87;0.5062
591220110;CAMBRAI 10;59122;Cambrai;31;59;592;5988;3116;1035;15030;23667;36140;21110;8668;13313;16646;19984;27848;33075;41377;52860;6.1;29922.84;29861.69;0.4087
591220111;CAMBRAI 11;59122;Cambrai;31;59;592;5988;3116;937;16113;25092;37834;21721;11300;14694;17711;21771;28528;34602;42026;54892;4.9;26158.41;30596.59;0.3555
591220112;CAMBRAI 12;59122;Cambrai;31;59;592;5988;3116;732;13272;21086;34685;21413;6612;11595;14923;17969;25838;30844;38028;47608;7.2;19377.00;25642.14;0.3870
591390101;NORD OUEST;59139;Caudry;31;59;592;5918;3116;984;11589;18638;29145;17556;4236;9604;12847;15825;22410;26662;32265;41027;9.7;80950.58;26492.86;0.4909
591390102;CENTRE 1;59139;Caudry;31;59;592;5918;3116;856;13888;21124;32062;18175;7230;12468;14989;18022;24673;29491;34535;44369;6.1;24534.88;25471.63;0.3797
591390103;EST;59139;Caudry;31;59;592;5918;3116;844;13498;21546;33011;19514;6821;11926;15023;17855;25924;30892;36423;47880;7.0;33976.49;26289.74;0.3968
591390104;CENTRE 2;59139;Caudry;31;59;592;5918;3116;766;13419;20868;32844;19425;6750;11334;14542;17104;25178;29242;36286;47651;7.1;30268.81;26816.11;0.4226
591390105;BARBUSSE;59139;Caudry;31;59;592;5918;3116;1029;10781;18478;29484;18703;3472;8851;12494;15486;22747;27008;32567;42890;12.4;27458.72;23586.20;0.4409
591390106;SUD;59139;Caudry;31;59;592;5918;3116;933;14526;23263;34703;20177;7545;12662;15801;19431;27733;32306;37927;48799;6.5;30165.55;28117.60;0.4007
591520101;LA GAIE PERCHE;59152;Comines;31;59;595;5951;3110;696;15899;26396;39033;23134;9505;14207;18308;22092;31269;35990;41580;51780;5.4;21696.02;30035.83;0.3533
591520102;CENTRE VILLE;59152;Comines;31;59;595;5951;3110;1306;15257;24153;36344;21087;9772;13967;17075;20536;28222;33340;39413;48753;5.0;21389.41;28299.92;0.3534
591520201;L'APOTHICAIRE;59152;Comines;31;59;595;5951;3110;837;14773;22392;33728;18955;9831;13390;15923;19274;26302;31063;36498;46460;4.7;15607.53;25614.55;0.3281
591520202;LE ROSSIGNOL;59152;Comines;31;59;595;5951;3110;704;21162;32887;44456;23294;14093;18927;23326;28729;37071;41397;48639;58574;4.2;23359.89;36046.84;0.3090
591520203;SAINTE-MARGUERITE;59152;Comines;31;59;595;5951;3110;719;25501;37026;49188;23687;15296;22429;27964;32729;41313;46391;52493;64746;4.2;46577.33;42415.96;0.3388
591530101;NORD;59153;Condé-sur-l'Escaut;31;59;596;5919;3115;508;16348;23716;40421;24073;11014;14532;18023;20742;29406;36080;45292;61640;5.6;29912.61;32363.62;0.3986
591530102;CITE DU GRAS BOEUF;59153;Condé-sur-l'Escaut;31;59;596;5919;3115;462;12985;18954;27860;14875;5897;11167;14828;16757;21945;26097;31768;41174;7.0;17661.74;22562.12;0.3712
591530103;SUD OUEST;59153;Condé-sur-l'Escaut;31;59;596;5919;3115;1108;10848;18169;26844;15996;3029;9097;12442;15021;20807;24655;30749;38594;12.7;15665.04;20529.97;0.3894
591530104;SUD;59153;Condé-sur-l'Escaut;31;59;596;5919;3115;930;8447;15418;24815;16368;555;6659;9873;12884;18873;22296;28723;40456;73.0;20527.66;19761.06;0.4654
591530105;EST;59153;Condé-sur-l'Escaut;31;59;596;5919;3115;658;11619;17726;26518;14899;7140;10423;12802;15342;20069;23382;28968;40984;5.7;15702.74;21210.64;0.3714
591550101;VIEUX COUDEKERQUE;59155;Coudekerque-Branche;31;59;594;5972;3112;1117;13570;20624;31755;18185;6886;11380;14903;17606;24506;28859;34715;42861;6.2;16913.42;23677.60;0.3561
591550201;CENTRE NORD 1;59155;Coudekerque-Branche;31;59;594;5972;3112;724;17157;27378;40226;23069;10744;15356;19096;22740;31288;36632;44203;52863;4.9;22193.43;31219.14;0.3506
591550202;CENTRE NORD 2;59155;Coudekerque-Branche;31;59;594;5972;3112;676;16285;25798;36433;20148;10721;14493;18211;22146;30399;34091;39235;47388;4.4;16485.08;28176.47;0.3076
591550203;CENTRE NORD 3;59155;Coudekerque-Branche;31;59;594;5972;3112;648;17748;26403;38267;20520;11676;16402;19287;22597;29930;35657;41700;51109;4.4;16426.19;29359.94;0.3060
591550301;CENTRE VILLE 2;59155;Coudekerque-Branche;31;59;594;5972;3112;1199;16420;23768;33397;16977;10684;14666;17798;20588;27310;31119;36318;44481;4.2;15378.17;26354.42;0.3036
591550302;CENTRE VILLE 1;59155;Coudekerque-Branche;31;59;594;5972;3112;1425;16416;23649;33056;16640;10766;14723;17825;20678;26852;30704;36000;44541;4.1;14722.71;25961.82;0.3002
591550401;SAINT-PIERRE 1;59155;Coudekerque-Branche;31;59;594;5972;3112;1160;15733;24122;36333;20601;9667;14136;17200;20590;28450;33426;40553;49634;5.1;27046.28;28453.30;0.3555
591550402;SAINT-PIERRE 2;59155;Coudekerque-Branche;31;59;594;5972;3112;725;12655;19052;29778;17123;7918;11232;13563;16587;23016;26506;32332;40939;5.2;16195.74;22386.81;0.3468
591550501;STEENDAM;59155;Coudekerque-Branche;31;59;594;5972;3112;1119;17320;27972;39723;22403;11273;15516;19089;23234;32071;37064;42622;50756;4.5;20470.65;30462.17;0.3194
591630101;CENTRE 1;59163;Croix;31;59;595;5954;3110;917;16262;26991;44034;27772;11490;14835;18096;22491;31988;39505;49702;68734;6.0;42729.27;37429.64;0.4305
591630102;CENTRE 2;59163;Croix;31;59;595;5954;3110;1188;15497;22622;32930;17433;11321;14425;16641;19620;26748;30922;35930;46540;4.1;18597.93;26619.37;0.3213
591630104;CENTRE 4;59163;Croix;31;59;595;5954;3110;1026;16163;27438;42196;26033;11103;15112;17946;21938;32936;38271;46440;56889;5.1;25795.81;32387.72;0.3690
591630201;SAINT-PIERRE 1;59163;Croix;31;59;595;5954;3110;695;13545;21193;33280;19735;7903;12447;14971;17423;25387;29952;35889;44369;5.6;18051.44;24838.36;0.3592
591630202;SAINT-PIERRE 2;59163;Croix;31;59;595;5954;3110;655;13004;20788;32005;19001;4438;10972;14561;17595;24749;29528;35020;42156;9.5;16115.38;23322.13;0.3694
591630203;SAINT-PIERRE 3;59163;Croix;31;59;595;5954;3110;740;16489;26539;40394;23905;10959;15053;18052;22329;30902;35857;44665;68946;6.3;34633.10;34905.42;0.4195
591630204;SAINT-PIERRE 4;59163;Croix;31;59;595;5954;3110;781;13835;22182;33468;19633;7838;11767;15365;18350;26349;30699;36665;43913;5.6;17264.57;25208.94;0.3528
591630301;BEAUMONT 1;59163;Croix;31;59;595;5954;3110;940;26191;48142;92453;66263;16476;22779;29536;37989;59736;75999;109826;183364;11.1;121253.20;82478.79;0.5293
591630302;BEAUMONT 2;59163;Croix;31;59;595;5954;3110;1497;15724;24682;39026;23302;10013;14061;17307;20137;29115;35024;42471;55886;5.6;26966.69;30786.53;0.3867
591720101;FAUBOURG DU CHATEAU;59172;Denain;31;59;596;5921;3115;1057;8482;14938;24130;15648;0;6063;9955;12709;17668;21646;26309;35228;;13959.46;17279.96;0.4197
591720102;BELLEVUE;59172;Denain;31;59;596;5921;3115;635;9938;17988;28076;18138;1418;8376;11691;14675;20806;25050;31258;39739;28.0;19653.13;20806.88;0.4206
591720103;COUTURE ET TURENNE;59172;Denain;31;59;596;5921;3115;1030;11927;19018;29493;17566;3795;10475;13421;16417;22674;27301;33118;42699;11.3;30910.35;23751.29;0.4213
591720104;CENTRE-VILLE NORD;59172;Denain;31;59;596;5921;3115;1443;6378;13946;22450;16072;0;4309;8434;11392;16586;20117;26382;36039;;21804.06;17974.65;0.5002
591720105;CENTRE-VILLE SUD;59172;Denain;31;59;596;5921;3115;1618;8799;15542;24587;15788;285;6689;10482;13191;18111;22046;27670;36151;126.8;15776.59;18465.05;0.4301
591720106;NOUVEAU MONDE;59172;Denain;31;59;596;5921;3115;1531;9999;16310;24579;14580;1140;8330;11367;14113;18750;22346;27165;34845;30.6;14799.05;18590.59;0.3991
591780101;HAMEAU DE FRAIS MARAIS;59178;Douai;31;59;593;5989;3114;1059;12083;18249;27857;15774;5792;10609;13380;15900;20674;24932;30745;39853;6.9;16574.13;21391.77;0.3707
591780102;QUARTIER DE LA GARE;59178;Douai;31;59;593;5989;3114;932;12783;18968;27937;15154;5807;11271;14180;16220;21439;25890;31215;39100;6.7;16340.96;22044.38;0.3595
591780103;QUARTIER PLACE CARNOT;59178;Douai;31;59;593;5989;3114;1339;12467;21219;36415;23948;3768;10094;14155;17503;26052;31886;42052;66152;17.6;46149.32;32693.35;0.5186
591780104;QUARTIER PLACE D ARMES ET DU BARLET;59178;Douai;31;59;593;5989;3114;1767;12144;20806;36838;24694;3121;10120;14006;17114;25939;32317;42468;64508;20.7;36755.17;30659.44;0.4977
591780105;FAUBOURG DE CAMBRAI ET DE PARIS;59178;Douai;31;59;593;5989;3114;1419;14992;25670;42250;27258;7441;13312;16711;20958;30928;38161;48902;66943;9.0;39617.36;34963.41;0.4559
591780107;QUARTIER CASERNES CAUX CORBINEAU;59178;Douai;31;59;593;5989;3114;1453;14004;23144;35826;21822;7539;12248;15511;19191;27124;32708;40309;58695;7.8;31202.06;30463.69;0.4380
591780108;QUARTIER FAUBOURG D ESQUERCHIN;59178;Douai;31;59;593;5989;3114;779;13872;23036;35371;21499;6227;11631;15492;19029;27822;32517;38282;47327;7.6;19152.52;26357.65;0.3736
591780109;QUARTIER SOUS PREFECTURE;59178;Douai;31;59;593;5989;3114;1339;12282;21732;35754;23472;2648;10118;14072;17807;26357;31213;40523;60818;23.0;36442.73;29612.27;0.4815
591780110;QUARTIER CHARLES BOURSEUL;59178;Douai;31;59;593;5989;3114;997;13624;21137;32140;18516;7184;11941;14907;17778;24655;29883;34858;43428;6.0;15944.52;23918.46;0.3514
591780111;QUARTIER FAUBOURG DE BETHUNE;59178;Douai;31;59;593;5989;3114;1045;9654;17118;28671;19017;517;7362;11406;14529;20462;25391;31384;41295;79.9;17644.45;20857.81;0.4341
591780112;POLYGONE HAMEAU DE WAGNONVILLE;59178;Douai;31;59;593;5989;3114;862;18652;28147;40974;22322;12062;16534;20203;24297;32490;37775;44746;57666;4.8;22121.75;32618.95;0.3358
591780113;QUARTIER NORD EST SCARPE ET DERIVATION;59178;Douai;31;59;593;5989;3114;966;13549;22970;38355;24806;1701;11492;15568;18663;29178;33905;42525;59410;34.9;31527.04;29959.95;0.4541
591780114;HAMEAU DE DORIGNIES;59178;Douai;31;59;593;5989;3114;1328;9773;16602;25703;15930;3368;8036;11147;13939;19786;23220;28496;36173;10.7;14132.27;19070.28;0.3912
591780117;QUARTIER RESIDENCE GAYANT;59178;Douai;31;59;593;5989;3114;1513;10031;17824;31232;21201;2839;8525;11924;14793;21426;27225;34790;49088;17.3;41438.08;25000.57;0.4817
591790101;NORD;59179;Douchy-les-Mines;31;59;596;5921;3115;987;12490;19789;31978;19488;6469;10797;13968;16959;23824;27900;34798;43379;6.7;18994.75;23679.69;0.3789
591790102;SUD;59179;Douchy-les-Mines;31;59;596;5921;3115;824;13891;20312;30816;16926;9097;12582;15645;18175;24258;28167;35213;44867;4.9;16797.46;24407.92;0.3416
591790103;PITEGNIE;59179;Douchy-les-Mines;31;59;596;5921;3115;897;8927;17297;27835;18908;1045;6701;10680;14105;20731;25182;31433;37983;36.3;14559.31;19427.84;0.4127
591790104;CENTRE;59179;Douchy-les-Mines;31;59;596;5921;3115;922;13124;20533;32465;19341;6119;11722;14733;17950;24060;29506;36494;45783;7.5;18279.88;24587.40;0.3742
591830101;ZONE PORTUAIRE;59183;Dunkerque;31;59;594;5990;3112;;;;;;;;;;;;;;;;;
591830201;CITADELLE-VICTOIRE;59183;Dunkerque;31;59;594;5990;3112;1704;14925;22601;34357;19432;9202;13424;16455;19375;26404;31151;38681;50275;5.5;21736.46;27594.67;0.3657
591830202;CENTRE;59183;Dunkerque;31;59;594;5990;3112;2077;12582;19812;30537;17955;6036;10781;13857;16872;23406;27776;34232;46949;7.8;20795.92;24508.82;0.4021
591830203;SUD-GARE;59183;Dunkerque;31;59;594;5990;3112;1650;7651;16180;26260;18609;425;5346;9333;12726;19452;23350;29872;39235;92.3;29732.71;20816.17;0.4955
591830301;MALO TURENNE NORD;59183;Dunkerque;31;59;594;5990;3112;1599;14690;25145;45603;30913;7438;12611;16564;20888;31639;39903;53977;80120;10.8;41245.88;37492.23;0.4750
591830401;GLACIS;59183;Dunkerque;31;59;594;5990;3112;1080;11190;16880;24054;12864;5353;9813;12559;14453;19603;22222;26154;32012;6.0;11170.82;18298.83;0.3287
591830402;STADE TRIBUT;59183;Dunkerque;31;59;594;5990;3112;973;14744;22712;35933;21189;9974;13133;16415;19266;27056;32353;40147;52781;5.3;19420.63;27348.71;0.3514
591830501;MALO TURENNE SUD;59183;Dunkerque;31;59;594;5990;3112;941;14558;25297;48066;33508;7155;12782;16550;20663;32388;41967;52615;73085;10.2;44491.59;36660.20;0.4692
591830502;MALO SUD;59183;Dunkerque;31;59;594;5990;3112;1204;15661;27068;45066;29406;8027;13932;17636;21976;32523;40016;51137;66565;8.3;35307.75;35076.89;0.4289
591830503;ROSENDAEL-ANATOLE FRANCE;59183;Dunkerque;31;59;594;5990;3112;1050;14481;24028;38459;23978;7430;12596;16345;20252;29392;34363;42296;54597;7.3;25171.34;29371.74;0.3970
591830601;MALO BAGATELLE;59183;Dunkerque;31;59;594;5990;3112;680;21251;32735;56236;34985;11546;17857;23690;28609;39993;50384;63789;84911;7.4;49357.95;45884.94;0.4349
591830602;MALO MERIDIEN;59183;Dunkerque;31;59;594;5990;3112;1138;15700;23318;34320;18620;10387;14138;17294;20257;28150;32128;39077;50014;4.8;19614.37;27970.25;0.3410
591830603;MALO BRITANIA;59183;Dunkerque;31;59;594;5990;3112;999;15766;23423;35141;19375;10335;13894;17110;20218;27512;32211;39901;55253;5.3;27241.35;30300.63;0.3918
591830701;ROSENDAEL CENTRE;59183;Dunkerque;31;59;594;5990;3112;904;15065;22811;34663;19599;9098;13564;16898;19843;26882;31586;38263;48819;5.4;18675.39;27042.19;0.3525
591830702;ZAMENHOFF;59183;Dunkerque;31;59;594;5990;3112;767;13274;21775;32469;19195;8882;12125;14683;17326;25339;29919;35707;47301;5.3;20756.70;25745.61;0.3730
591830801;MALO TERMINUS;59183;Dunkerque;31;59;594;5990;3112;855;19321;31553;52526;33205;11851;16899;20933;25057;37340;46952;59111;76639;6.5;38864.99;40706.18;0.4040
591830802;ROSENDAEL TENTE VERTE;59183;Dunkerque;31;59;594;5990;3112;1264;15956;25004;38638;22682;8810;14217;18040;21309;29182;35497;42144;53135;6.0;20815.65;29282.41;0.3571
591830803;ROSENDAEL MARAICHAIS;59183;Dunkerque;31;59;594;5990;3112;75;16484;32739;51372;34888;;;;;;;;;;;;
591830901;ROSENDAEL HOPITAL;59183;Dunkerque;31;59;594;5990;3112;1049;19579;32256;50796;31217;11315;17285;21614;26378;37910;46548;57616;77744;6.9;49432.80;42913.11;0.4343
591830902;ROSENDAEL FELIX COQUELLE;59183;Dunkerque;31;59;594;5990;3112;875;14812;23923;40916;26104;9580;13145;16565;19873;28599;36514;45467;63685;6.6;39710.42;33897.59;0.4426
591831001;JEU DE MAIL-CARRE-ILE JEANTY;59183;Dunkerque;31;59;594;5990;3112;1171;8322;14824;23024;14702;2399;7011;10067;12787;17602;21029;24978;32645;13.6;13186.28;17041.74;0.3943
591831002;BASSE VILLE;59183;Dunkerque;31;59;594;5990;3112;1528;7965;14643;22246;14281;962;6636;9688;12333;17270;20274;24507;31116;32.3;15819.04;16633.03;0.4102
591831101;LOUIS XIV;59183;Dunkerque;31;59;594;5990;3112;955;14084;21986;32261;18177;8027;12382;15564;18897;25274;29732;34832;43475;5.4;15041.84;24200.22;0.3330
591831102;BANC VERT;59183;Dunkerque;31;59;594;5990;3112;861;9427;16263;24242;14815;3051;7842;11197;13908;19065;21957;26327;33167;10.9;12809.22;17837.61;0.3720
591831201;PS-MAIRIE ANNEXE;59183;Dunkerque;31;59;594;5990;3112;1037;14880;23938;35115;20235;9122;12823;16890;20410;27873;32562;37833;47652;5.2;19612.91;27005.60;0.3462
591831202;PONT LOBY;59183;Dunkerque;31;59;594;5990;3112;787;20653;29593;40899;20246;14708;19140;22659;26017;33270;38532;44124;54325;3.7;17758.16;32436.05;0.2863
591831301;DESSINGUEZ;59183;Dunkerque;31;59;594;5990;3112;897;17608;26771;36559;18951;10667;15950;19531;22939;30119;34137;39377;46255;4.3;15166.11;28302.99;0.2923
591831302;MEUNERIE NORD;59183;Dunkerque;31;59;594;5990;3112;814;18382;28340;40732;22350;11151;16207;20245;24593;32584;37686;44672;54539;4.9;19746.10;31209.30;0.3203
591831303;MEUNERIE SUD;59183;Dunkerque;31;59;594;5990;3112;172;18775;30220;39425;20650;;;;;;;;;;;;
591831401;MARDYCK;59183;Dunkerque;31;59;594;5990;3112;112;17247;27414;39144;21897;;;;;;;;;;;;
592200101;THUMESNIL NORD;59220;Faches-Thumesnil;31;59;595;5940;3111;1124;14540;22021;34653;20114;7260;12624;16114;18695;26441;32152;38841;48231;6.6;20122.72;26444.51;0.3695
592200102;CROISETTE;59220;Faches-Thumesnil;31;59;595;5940;3111;1164;18716;27814;38411;19695;13381;17134;20362;24342;31973;36464;41925;51020;3.8;21283.93;31109.16;0.3056
592200103;THUMESNIL MAIRIE;59220;Faches-Thumesnil;31;59;595;5940;3111;1085;13306;21101;33156;19850;7283;11860;14860;17593;25422;30372;36533;49228;6.8;19653.31;25445.00;0.3819
592200201;Z.A.C. ECONOMIQUE COMMERCIALE;59220;Faches-Thumesnil;31;59;595;5940;3111;;;;;;;;;;;;;;;;;
592200202;VILLAGE DE FACHES;59220;Faches-Thumesnil;31;59;595;5940;3111;438;19747;32160;48770;29023;;;;;;;;;;;;
592200203;MONT DE FACHES;59220;Faches-Thumesnil;31;59;595;5940;3111;866;23071;36618;52647;29576;14850;20944;25840;30637;40974;47784;56938;73661;5.0;28213.96;41378.07;0.3299
592200204;CINQ BONNIERS;59220;Faches-Thumesnil;31;59;595;5940;3111;971;19121;29379;42783;23662;12475;17339;20975;25181;34986;39546;46887;54608;4.4;19448.48;32670.24;0.3137
592200205;PERISEAUX;59220;Faches-Thumesnil;31;59;595;5940;3111;706;23867;33559;48037;24170;16495;21471;25793;29578;39168;45790;51053;60432;3.7;20271.84;37497.71;0.2797
592340101;QUARTIER DU PONT DE LA DEULE;59234;Flers-en-Escrebieux;31;59;593;5977;3114;615;12037;18663;28274;16237;5157;10882;13288;15873;21459;25849;31634;41892;8.1;22106.73;22867.68;0.4045
592340102;FLERS CENTRE;59234;Flers-en-Escrebieux;31;59;593;5977;3114;1088;16041;24887;38838;22797;10094;14751;17701;21052;29667;35445;41924;52725;5.2;20948.92;29590.70;0.3513
592340103;LE VILLERS;59234;Flers-en-Escrebieux;31;59;593;5977;3114;186;13958;19481;28224;14266;;;;;;;;;;;;
592480101;OUEST;59248;Fort-Mardyck;31;59;594;5973;3112;664;17388;25938;35793;18406;12010;15612;18958;22035;29061;32678;38187;44910;3.7;14704.68;27635.57;0.2844
592480102;EST;59248;Fort-Mardyck;31;59;594;5973;3112;682;16531;25122;36486;19955;10730;14905;18293;21832;28961;34104;39429;46939;4.4;18246.82;28016.55;0.3168
592490101;LES HAIES BOURRIAUX-LA MARLIERE;59249;Fourmies;31;59;591;5964;3117;725;5043;14459;24834;19791;0;2207;7078;10575;17842;22062;27912;39232;;18704.58;17857.96;0.5087
592490102;CENTRE 2;59249;Fourmies;31;59;591;5964;3117;872;11716;19078;29489;17773;3627;10008;13705;16323;22470;26849;32178;44461;12.3;31824.23;24345.25;0.4386
592490103;LA CONCORDE;59249;Fourmies;31;59;591;5964;3117;680;10620;19154;29122;18503;308;8482;12370;15088;22672;26683;33433;41380;134.4;24081.05;22477.58;0.4380
592490104;CENTRE 1;59249;Fourmies;31;59;591;5964;3117;704;5815;14378;23964;18149;0;3330;7852;11573;16690;21405;27222;36798;;21732.05;17901.24;0.5034
592490105;LES NOIRES TERRES;59249;Fourmies;31;59;591;5964;3117;1160;10374;16417;25593;15219;3415;9048;11541;13953;19016;23252;29204;40493;11.9;23458.59;21440.74;0.4453
592490106;SUD EST;59249;Fourmies;31;59;591;5964;3117;1171;11698;20184;30821;19123;2661;10030;13431;16527;24392;28399;34073;44406;16.7;20006.57;23533.58;0.4080
592710101;ECARTS;59271;Grande-Synthe;31;59;594;5973;3112;196;16369;25437;36283;19915;;;;;;;;;;;;
592710201;SAINT-JACQUES CENTRE;59271;Grande-Synthe;31;59;594;5973;3112;890;16661;23033;32327;15666;11601;14994;18209;20625;25792;29849;34730;42157;3.6;13214.34;25284.56;0.2794
592710202;SAINT-JACQUES EXTERIEUR;59271;Grande-Synthe;31;59;594;5973;3112;684;18902;25508;34817;15916;12610;17259;20222;23061;28557;32441;38562;46763;3.7;14494.56;28025.11;0.2746
592710301;EUROPE;59271;Grande-Synthe;31;59;594;5973;3112;850;6774;14278;21256;14482;891;4913;8485;11936;16440;19490;24109;30292;34.0;12282.97;15654.98;0.4196
592710401;ALBECK SUD;59271;Grande-Synthe;31;59;594;5973;3112;916;10598;18337;26808;16210;3108;8575;12607;15499;21311;24782;29439;38185;12.3;14769.81;20314.72;0.3806
592710402;ALBECK NORD;59271;Grande-Synthe;31;59;594;5973;3112;872;12123;17891;26401;14278;5103;10005;13386;15921;20490;24424;28765;35425;6.9;12382.69;19743.85;0.3404
592710501;COURGHAIN CENTRE;59271;Grande-Synthe;31;59;594;5973;3112;844;12919;20196;32077;19159;5201;11225;14527;17227;23621;27913;35259;47002;9.0;22251.55;24779.17;0.4052
592710502;COURGHAIN EXTERIEUR;59271;Grande-Synthe;31;59;594;5973;3112;730;18754;27836;38854;20100;9608;17027;20397;24530;31492;36131;41997;49791;5.2;17791.82;29715.42;0.3151
592710601;MOULIN;59271;Grande-Synthe;31;59;594;5973;3112;656;10361;17864;25554;15193;3860;8542;12285;15621;20076;23709;29155;37195;9.6;13156.53;19450.83;0.3669
592710602;BASROCH;59271;Grande-Synthe;31;59;594;5973;3112;441;15435;23792;36621;21186;7816;13324;16741;20317;29123;34542;39456;46198;5.9;15786.38;26469.60;0.3315
592720101;CENTRE;59272;Grand-Fort-Philippe;31;59;594;5927;3112;854;14568;21834;31079;16511;9784;12669;15589;18687;25147;28831;33217;41575;4.2;15137.81;24322.58;0.3179
592720102;STADE;59272;Grand-Fort-Philippe;31;59;594;5927;3112;593;12465;19184;29081;16616;5671;10832;13691;15941;22305;26711;32325;40199;7.1;14328.79;21717.47;0.3539
592720103;BANC à GROSEILLES;59272;Grand-Fort-Philippe;31;59;594;5927;3112;715;19788;29366;42010;22222;13118;18046;21985;25102;33018;37919;45576;56701;4.3;18857.40;32490.48;0.3052
592730101;PETIT FORT PHILIPPE;59273;Gravelines;31;59;594;5927;3112;769;14690;22310;33701;19011;9173;12911;16242;19273;26929;31276;36504;45604;5.0;20598.96;26366.01;0.3461
592730102;POLDER;59273;Gravelines;31;59;594;5927;3112;896;18531;27372;38493;19962;12547;17116;20189;23608;31107;35543;41480;49001;3.9;16931.66;29696.61;0.2939
592730103;CENTRE;59273;Gravelines;31;59;594;5927;3112;638;14733;22024;35381;20648;7876;12937;16240;18949;25488;31806;40721;53209;6.8;30929.12;29241.95;0.4171
592730104;LES HUTTES-NORD BANC;59273;Gravelines;31;59;594;5927;3112;1193;14095;22802;38497;24402;7890;12430;15694;18741;27868;34926;42306;53675;6.8;21054.96;27997.10;0.3762
592730105;PONT DE PIERRES-CHARLES LEURE;59273;Gravelines;31;59;594;5927;3112;837;22029;33885;48478;26449;14559;20045;24619;29217;38953;45170;52488;65132;4.5;25929.83;38516.87;0.3217
592790101;MOLINEL COLBRAS;59279;Halluin;31;59;595;5961;3110;639;16126;24724;35730;19604;11183;14757;17731;21422;29017;33816;38422;46704;4.2;17301.62;27941.77;0.3166
592790102;MOLINEL;59279;Halluin;31;59;595;5961;3110;1225;19820;33961;48652;28832;12333;17560;22355;28244;39369;45637;52023;62795;5.1;25846.42;36699.57;0.3315
592790103;LE COLBRAS;59279;Halluin;31;59;595;5961;3110;135;19914;31301;49589;29675;;;;;;;;;;;;
592790201;CENTRE;59279;Halluin;31;59;595;5961;3110;883;14422;21925;31409;16987;8917;13168;15642;18356;25439;29380;35129;44078;4.9;18526.36;25500.79;0.3521
592790202;FORAGE;59279;Halluin;31;59;595;5961;3110;874;12617;18897;31040;18423;7383;11224;13897;15867;23408;28792;34785;45295;6.1;20093.54;23916.49;0.3880
592790203;PANNERIE-ROUGE PORTE;59279;Halluin;31;59;595;5961;3110;774;17392;24945;34003;16611;11610;15478;18884;22247;28780;32275;36466;42480;3.7;13381.69;26555.64;0.2732
592790301;LES ECOLES;59279;Halluin;31;59;595;5961;3110;985;16449;24784;35658;19209;11997;14823;18199;21171;28750;32951;38179;45598;3.8;16551.35;27582.74;0.3050
592790302;MONT FLEURI;59279;Halluin;31;59;595;5961;3110;831;19853;31703;46979;27126;12641;17225;22213;27466;36078;42735;52261;69126;5.5;29246.47;38004.27;0.3644
592790303;MONT-TRIEZ CAILLOUX;59279;Halluin;31;59;595;5961;3110;709;21734;34485;50532;28798;14478;19121;24215;28654;39693;45812;54671;72244;5.0;35829.44;41519.02;0.3713
592860101;RIVE GAUCHE 1;59286;Haubourdin;31;59;595;5928;3111;1225;12910;19236;29827;16917;6270;11062;14063;16433;22914;27813;32646;39838;6.4;15605.50;22434.03;0.3593
592860102;RIVE GAUCHE 2;59286;Haubourdin;31;59;595;5928;3111;782;19906;29203;41653;21747;13690;18276;21810;25654;33415;37902;45397;53205;3.9;22083.41;33213.94;0.3160
592860201;RIVE DROITE 1;59286;Haubourdin;31;59;595;5928;3111;995;16294;23982;35180;18886;11158;14773;18042;21486;27772;31963;38022;48813;4.4;17993.94;27952.48;0.3271
592860202;RIVE DROITE 2;59286;Haubourdin;31;59;595;5928;3111;1479;16615;24111;36721;20106;10354;14906;18087;21114;28538;33703;40265;50356;4.9;22325.06;29004.37;0.3465
592860203;RIVE DROITE 3;59286;Haubourdin;31;59;595;5928;3111;956;15620;22784;33226;17607;10645;14351;17047;19719;26787;31205;36026;44163;4.1;15503.11;25902.46;0.3107
592860204;ZONE VERTE;59286;Haubourdin;31;59;595;5928;3111;68;18630;29572;46630;28000;;;;;;;;;;;;
592910101;SAINT-MARCEL;59291;Hautmont;31;59;591;5969;3117;1251;8247;16607;24913;16666;139;5827;10298;13548;19454;22509;28744;36229;260.6;47935.27;19718.68;0.4597
592910102;GARE;59291;Hautmont;31;59;591;5969;3117;605;13312;19615;29913;16601;5985;11484;14478;17002;22836;27749;33109;40879;6.8;18176.85;23168.45;0.3726
592910103;CIMETIERE-EGLISE;59291;Hautmont;31;59;591;5969;3117;1290;12502;20021;31350;18848;7182;10981;14123;17017;23491;28218;35238;46702;6.5;28341.74;25444.04;0.4085
592910104;LES TULIPES-CITE DE FOREST;59291;Hautmont;31;59;591;5969;3117;995;8458;17644;28308;19850;150;6450;10962;14548;20966;25632;31802;41457;276.4;19813.37;20966.88;0.4460
