IRIS;LIBIRIS;COM;LIBCOM;REG;DEP;ARR;CV;ZE2010;NBMEN11;RFMQ111;RFMQ211;RFMQ311;RFMIQ11;RFMD111;RFMD211;RFMD311;RFMD411;RFMD611;RFMD711;RFMD811;RFMD911;RFMRD11;RFMET11
41120102;LA BURLIERE LUQUECE;4112;Manosque;93;4;44;498;9302;923;14501;22382;34097;19596;8710;12829;15711;18908;26339;31135;37434;47238;5.4;22293.90
41120103;TEMPS PERDU LA TRINQUE;4112;Manosque;93;4;44;498;9302;1819;14630;22560;35682;21052;8227;13158;16147;19020;26757;32187;39389;50610;6.2;23235.67
41120104;LES CHAUVINETS;4112;Manosque;93;4;44;498;9302;985;19571;30443;45228;25657;12286;17522;21637;26006;36173;40823;50381;65743;5.4;35637.31
41120105;SEMINAIRE COLOMBIER;4112;Manosque;93;4;44;498;9302;833;17746;29607;47288;29542;10891;16144;19449;24838;35095;43762;53085;71187;6.5;43804.56
41120106;MONTEE DES RICHESSES SAINT-LAZARE;4112;Manosque;93;4;44;498;9302;1156;18003;27331;43757;25754;11074;16377;19457;23038;33406;40438;47942;63449;5.7;25029.96
41120107;LES PONCHES LES NAVES;4112;Manosque;93;4;44;498;9302;789;13128;21285;35177;22049;5409;11159;15041;18203;26190;31796;38291;49649;9.2;20011.42
41120108;SAINT-PANCRACE LES SERRETS;4112;Manosque;93;4;44;498;9302;1111;20431;34145;50280;29849;11615;16926;23276;28653;39885;45637;54176;72721;6.3;30109.62
41120109;PERIPHERIE;4112;Manosque;93;4;44;498;9302;985;23150;39109;58214;35064;13959;20429;26343;32842;45646;54494;64349;82279;5.9;36505.52
41120110;ZI SAINT-JOSEPH;4112;Manosque;93;4;44;498;9302;124;18588;29361;47810;29222;;;;;;;;;;
50230101;BRIANCON VAUBAN;5023;Briançon;93;5;51;598;9303;353;11363;18067;28343;16980;;;;;;;;;;
50230102;GRANDE BOUCLE;5023;Briançon;93;5;51;598;9303;945;13960;22173;36491;22531;6856;12264;15368;18774;27575;33058;39525;52168;7.6;31702.24
50230103;REPUBLIQUE-SAINTE CATHERINE;5023;Briançon;93;5;51;598;9303;1361;15988;24639;37822;21834;9858;14242;17455;20896;29535;34947;42255;54160;5.5;29909.09
50230104;BRIANCON NORD;5023;Briançon;93;5;51;598;9303;1342;17145;27202;42889;25744;11097;15426;19001;22601;32771;39650;48029;61820;5.6;28681.40
50230105;BRIANCON SUD;5023;Briançon;93;5;51;598;9303;1347;16989;27100;41483;24494;10734;15575;18609;22466;32158;37906;45251;56762;5.3;29322.86
50230106;LA CROIX DE TOULOUSE-SERRE DES AIGLES;5023;Briançon;93;5;51;598;9303;;;;;;;;;;;;;;;
50610101;GAP CENTRE;5061;Gap;93;5;52;599;9304;1324;9961;16661;26388;16427;2953;8152;11452;13852;19633;23659;30143;40887;13.8;19330.81
50610102;COURONNE;5061;Gap;93;5;52;599;9304;1334;14515;23117;37787;23272;7881;12843;15883;19314;27160;33057;41735;56090;7.1;30105.63
50610103;PUYMAURE CHABANAS;5061;Gap;93;5;52;599;9304;1552;18546;29102;44712;26166;12093;16907;20330;24816;33983;40716;49172;63840;5.3;36125.83
50610104;PERIPHERIE NORD;5061;Gap;93;5;52;599;9304;1276;24212;37366;55501;31289;14905;20804;27002;31943;43436;51177;60876;82001;5.5;54535.62
50610105;LA GARE;5061;Gap;93;5;52;599;9304;1093;16018;23904;36402;20384;10245;14483;17381;20390;27577;33283;39737;52814;5.2;28670.58
50610106;ROCHASSON BONNEVAL;5061;Gap;93;5;52;599;9304;1052;13656;20719;35578;21922;5825;11603;15299;18019;25678;31695;38862;50376;8.6;21572.62
50610107;VILLAROBERT SAINT-MICHEL;5061;Gap;93;5;52;599;9304;826;17603;26219;40390;22787;11479;16371;19250;22620;31074;36736;43611;54255;4.7;38669.21
50610108;LES FAUVINS TRESCHATEL;5061;Gap;93;5;52;599;9304;845;16898;30599;46409;29511;7982;14910;19069;24873;35569;43152;50441;65799;8.2;32490.50
50610109;SAINT-MARGUERITE SAINT-JEAN;5061;Gap;93;5;52;599;9304;957;21521;36786;56829;35308;12671;18678;24454;30526;44454;51570;63628;84653;6.7;38055.78
50610110;MOLINES;5061;Gap;93;5;52;599;9304;989;13713;21438;34691;20978;7887;12234;15219;18445;25771;32065;37911;50022;6.3;25130.60
50610111;BEAUREGARD;5061;Gap;93;5;52;599;9304;919;15352;23485;34861;19509;7924;13553;16458;19860;27469;31908;37796;48680;6.1;17373.85
50610112;VILLENEUVE;5061;Gap;93;5;52;599;9304;1043;16370;24604;37094;20724;9961;14550;18204;21146;29074;34315;41281;51963;5.2;24546.85
50610113;SERREBOURGES FONTREYNE;5061;Gap;93;5;52;599;9304;1258;17621;26893;39695;22074;11511;15765;19858;23057;31283;36264;43532;53645;4.7;21886.31
50610114;BELLEAUREILLE SAINT-ROCH;5061;Gap;93;5;52;599;9304;1023;20723;32517;46739;26016;14423;18105;22850;27638;37312;43151;49987;61000;4.2;25873.71
50610115;LES CEDRES TOURNEFAVE;5061;Gap;93;5;52;599;9304;929;15304;24696;38382;23078;7029;13331;17227;20720;29471;35139;41929;53796;7.7;24090.19
50610116;LES ESSAGNIERES;5061;Gap;93;5;52;599;9304;1039;20666;32619;46433;25767;13028;17916;23392;28061;38409;43054;50232;63424;4.9;28339.10
50610117;LES FAUVINS TOKORO;5061;Gap;93;5;52;599;9304;;;;;;;;;;;;;;;
50610119;BAYARD;5061;Gap;93;5;52;599;9304;;;;;;;;;;;;;;;
50610201;ROMETTE COMMUNE ASSOCIEE;5061;Gap;93;5;52;599;9304;651;22463;34954;51112;28649;15237;20366;24514;30389;40080;47067;56149;70535;4.6;29774.20
60040101;LES TROIS MOULINS;6004;Antibes;93;6;61;697;9305;385;18347;28436;45634;27287;;;;;;;;;;
60040102;LES SEMBOULES;6004;Antibes;93;6;61;697;9305;739;22510;36031;52714;30204;15113;19980;25186;31014;41257;49106;57103;68456;4.5;29282.03
60040103;LE CAP;6004;Antibes;93;6;61;697;9305;507;22200;39795;70520;48320;;;;;;;;;;
60040104;LES COUGOULINS-RASTINES;6004;Antibes;93;6;61;697;9305;881;25620;42640;66620;41000;14988;22611;28958;35881;50488;62001;73013;100462;6.7;51138.54
60040105;LA CONSTANCE-LE PUY;6004;Antibes;93;6;61;697;9305;1734;22818;38079;59977;37159;14731;19891;25452;30889;45909;54566;68150;91661;6.2;62266.91
60040106;LES GROULES-LES BREGUIERES;6004;Antibes;93;6;61;697;9305;1205;19214;32407;52587;33373;10880;16766;21306;26557;39134;47585;58379;76807;7.1;31852.26
60040107;AZURVILLE-VAL CLARET;6004;Antibes;93;6;61;697;9305;1596;16903;26829;40400;23497;10093;14979;18281;21847;31086;36399;44256;57755;5.7;30661.56
60040108;LA FONTONNE;6004;Antibes;93;6;61;697;9305;991;17171;27920;43513;26342;10088;15686;18408;22616;33125;39149;48199;61907;6.1;28399.94
60040109;LES COMBES;6004;Antibes;93;6;61;697;9305;2436;19999;31695;47117;27118;13059;18039;22023;26846;37637;43329;51490;66656;5.1;105180.30
60040110;RABIAC-LA PAGANNE;6004;Antibes;93;6;61;697;9305;822;20525;34587;51959;31434;12494;18159;22858;27884;40253;49335;57274;71105;5.7;33308.91
60040111;LA COLLE;6004;Antibes;93;6;61;697;9305;1815;15785;26240;42285;26500;9297;14085;17755;21728;31835;38790;47631;63464;6.8;29671.06
60040112;LES PRUGNONS;6004;Antibes;93;6;61;697;9305;1174;19435;29510;45277;25842;12233;17292;20957;25362;34837;41387;48933;62277;5.1;25303.61
60040113;PORT VAUBAN;6004;Antibes;93;6;61;697;9305;;;;;;;;;;;;;;;
60040114;LAGARE;6004;Antibes;93;6;61;697;9305;1140;15403;25644;38562;23159;8149;13178;17260;20924;30314;35500;42223;57867;7.1;26377.37
60040115;VIEILLE VILLE;6004;Antibes;93;6;61;697;9305;1563;11198;19493;32693;21495;4896;9519;12680;16179;23600;29351;36957;50458;10.3;25289.11
60040116;LES BASTIDES;6004;Antibes;93;6;61;697;9305;1797;20158;31646;45618;25460;12763;17764;22321;27421;36570;42463;50108;61412;4.8;22752.72
60040117;FONTMERLE;6004;Antibes;93;6;61;697;9305;1895;20379;32839;49972;29593;12356;17697;22658;28003;38101;46532;54469;73213;5.9;33990.24
60040118;LAVAL;6004;Antibes;93;6;61;697;9305;1396;16602;28461;45949;29347;9581;14799;18512;22831;34073;41202;49991;66314;6.9;33506.43
60040119;L'ESTAGNOL;6004;Antibes;93;6;61;697;9305;1570;20599;32473;49294;28695;13569;18421;22561;27429;38103;44704;53855;72472;5.3;38622.63
60040120;SAINT-JEAN;6004;Antibes;93;6;61;697;9305;954;17025;28762;45355;28330;10196;14902;19308;23522;34174;41128;50664;67348;6.6;31855.74
60040121;LA BADINE;6004;Antibes;93;6;61;697;9305;742;19386;31730;51994;32608;11771;17374;22028;26897;37627;46507;57152;75324;6.4;33321.10
60040122;SAINT-MAYMES-LAUVERT;6004;Antibes;93;6;61;697;9305;1654;20675;36313;58640;37965;11991;18125;24467;30403;43607;53404;66015;93600;7.8;66259.52
60040123;PLACE DE GAULLE;6004;Antibes;93;6;61;697;9305;2703;16224;26000;39629;23405;9323;14437;17833;21587;31076;36164;43513;57627;6.2;26514.05
60040124;PONTEIL;6004;Antibes;93;6;61;697;9305;2296;16986;28422;44700;27714;9886;14650;19239;23346;34196;40671;50901;73772;7.5;43045.16
60040125;JUAN LES PINS-GALLICE;6004;Antibes;93;6;61;697;9305;2433;13755;22887;38037;24282;6988;11952;15555;18790;28078;33991;42663;58744;8.4;48297.85
60040126;PONT DU LYS-ANTIBES LES PINS;6004;Antibes;93;6;61;697;9305;2492;15027;23864;37187;22160;7563;12997;16767;20210;28802;34281;40749;53070;7.0;23005.87
60120101;BEAUSOLEIL SUPERIEUR;6012;Beausoleil;93;6;62;603;9306;1138;18045;30829;49426;31381;8970;15402;20579;25231;37513;45416;55487;69216;7.7;37018.87
60120102;TENAO INFERIEUR;6012;Beausoleil;93;6;62;603;9306;1116;17144;27573;42971;25827;9643;15133;19121;23581;32284;38966;46446;62817;6.5;35974.89
60120103;MONEGHETTI OUEST;6012;Beausoleil;93;6;62;603;9306;1166;19453;28790;43355;23902;12327;17053;21396;25197;33460;39596;47944;60193;4.9;26361.98
60120104;MONEGHETTI EST;6012;Beausoleil;93;6;62;603;9306;1240;21399;32184;48224;26825;12733;19446;23145;27665;37609;44417;52195;65289;5.1;56470.57
60120105;CENTRE;6012;Beausoleil;93;6;62;603;9306;1674;17820;28447;42884;25064;10141;16172;20059;24047;33497;39764;46639;59677;5.9;34908.28
60270101;LE CENTRE-LE HAUT DE CAGNES;6027;Cagnes-sur-Mer;93;6;61;696;9307;2087;14462;24520;38674;24212;7880;12779;16307;20629;29371;34998;42187;56007;7.1;25173.26
60270102;LA GARE;6027;Cagnes-sur-Mer;93;6;61;696;9307;1890;16241;25259;37927;21686;9057;14536;17754;21125;29725;34849;41309;52549;5.8;19034.75
60270103;L'HUBAC;6027;Cagnes-sur-Mer;93;6;61;696;9307;1130;17959;30705;47740;29781;11530;16597;19667;25262;37373;43961;53606;70938;6.2;31811.48
60270104;SAINT-JEAN;6027;Cagnes-sur-Mer;93;6;61;696;9307;1049;21937;36447;59941;38004;13784;19055;25378;31187;43316;53546;66580;89867;6.5;38811.83
60270105;SAINT-VERAN;6027;Cagnes-sur-Mer;93;6;61;696;9307;1218;18742;31743;48416;29674;10731;16636;20884;25633;36886;44407;55229;70583;6.6;40899.13
60270106;HIPPODROME;6027;Cagnes-sur-Mer;93;6;61;696;9307;;;;;;;;;;;;;;;
60270107;JUIN-KENNEDY;6027;Cagnes-sur-Mer;93;6;61;696;9307;2441;15125;22496;34377;19252;8346;13294;16509;19435;26561;31367;37841;48523;5.8;21997.11
60270108;LE CROS DE CAGNES;6027;Cagnes-sur-Mer;93;6;61;696;9307;1198;15014;23140;35869;20855;9088;13612;16617;19702;27667;32250;39480;52268;5.8;21971.75
60270109;LES VESPINS;6027;Cagnes-sur-Mer;93;6;61;696;9307;1555;17475;27749;42974;25499;9671;15296;19256;23288;33205;39603;47840;62613;6.5;30731.04
60270110;BREGUIERES SUD;6027;Cagnes-sur-Mer;93;6;61;696;9307;1605;20038;32546;49051;29013;11709;18157;21649;26491;38015;44738;53503;71166;6.1;32105.95
60270111;BREGUIERES NORD;6027;Cagnes-sur-Mer;93;6;61;696;9307;982;19860;32825;52402;32542;12679;17717;22204;27559;40474;47580;59619;76332;6.0;30602.84
60270112;LE NORD-EST;6027;Cagnes-sur-Mer;93;6;61;696;9307;1192;24298;42095;61918;37621;13551;20383;27880;34876;49254;57647;69070;92164;6.8;50036.62
60270113;LES GROS BUAUX;6027;Cagnes-sur-Mer;93;6;61;696;9307;2144;21350;34117;50943;29593;13613;19001;23583;28419;40323;47166;56424;73294;5.4;48113.43
60270114;LES COLETTES;6027;Cagnes-sur-Mer;93;6;61;696;9307;1908;18040;29894;49384;31344;11118;16049;20269;24662;36470;44898;55112;73112;6.6;38351.88
60270115;LE NORD-OUEST;6027;Cagnes-sur-Mer;93;6;61;696;9307;866;23828;39182;64352;40524;13569;20319;26426;31895;47414;58157;71573;98673;7.3;44217.57
60270116;LE VILLAGE DU CROS;6027;Cagnes-sur-Mer;93;6;61;696;9307;833;15073;23819;37002;21929;8446;13004;16513;20441;28205;33429;40218;52020;6.2;22590.89
60270117;RN7;6027;Cagnes-sur-Mer;93;6;61;696;9307;1679;15834;23707;36753;20919;9333;14168;17142;19953;28224;33339;40369;51396;5.5;19729.80
60290101;MOURE ROUGE;6029;Cannes;93;6;61;698;9305;1360;16699;29824;53219;36521;7971;14616;18598;24092;37092;47123;61860;92083;11.6;55460.96
60290102;LA SOURCE;6029;Cannes;93;6;61;698;9305;1853;15339;26323;42927;27588;7551;13214;17505;21716;31531;37661;47525;63160;8.4;32209.12
60290103;LA CALIFORNIE;6029;Cannes;93;6;61;698;9305;1808;17354;33220;58520;41166;8759;14938;19960;26687;41394;52182;67929;104258;11.9;241015.64
60290104;MONTFLEURY;6029;Cannes;93;6;61;698;9305;1351;16036;27571;46854;30818;7521;13578;18608;22592;33980;40640;53162;73865;9.8;74055.41
60290105;LA PEYRIERE;6029;Cannes;93;6;61;698;9305;1021;15036;23786;39122;24086;8478;13072;16911;20485;28467;35133;42875;57781;6.8;29462.85
60290106;TERREFIAL;6029;Cannes;93;6;61;698;9305;1131;18774;33859;59041;40267;9205;16342;21526;27499;40611;50351;65921;99941;10.9;80014.11
60290107;CAMP LONG;6029;Cannes;93;6;61;698;9305;1746;15363;25183;41265;25902;8443;13845;17347;20544;30412;37168;45901;61912;7.3;32605.35
60290108;CARNOT;6029;Cannes;93;6;61;698;9305;1577;12733;19432;30818;18085;5603;10308;14314;16739;23118;27782;34246;45502;8.1;22183.35
60290109;SAINT-NICOLAS;6029;Cannes;93;6;61;698;9305;1722;12761;21396;34515;21754;5266;10431;14594;17981;25790;31548;39037;54145;10.3;27489.63
60290110;GARE;6029;Cannes;93;6;61;698;9305;964;12387;20958;35153;22767;5316;10290;13737;17081;25610;31980;41305;58638;11.0;34163.74
60290111;CROISETTE-PALM-BEACH;6029;Cannes;93;6;61;698;9305;1137;12383;23105;43656;31273;4813;9708;14559;18622;30248;37974;50734;78247;16.3;55180.49
60290112;PETIT-JUAS;6029;Cannes;93;6;61;698;9305;1420;14238;23605;39034;24796;6993;12109;16186;19497;28537;34971;44222;61436;8.8;43193.07
60290113;VALLERGUES;6029;Cannes;93;6;61;698;9305;1294;16843;27055;45210;28367;9681;14907;18680;22504;33581;40746;50315;69016;7.1;33820.93
60290114;BROUSSAILLES;6029;Cannes;93;6;61;698;9305;1249;16711;27619;42401;25690;9495;14311;18654;23129;32640;38621;47132;64162;6.8;31138.97
60290115;TASSIGNY;6029;Cannes;93;6;61;698;9305;1014;13969;24505;40110;26141;7003;12268;15886;19732;29988;36257;44609;59963;8.6;27973.46
60290116;STANISLAS;6029;Cannes;93;6;61;698;9305;1077;12285;20410;36212;23927;5692;10693;13852;17001;24495;31422;42946;64651;11.4;54713.19
60290117;LE VIEUX PORT-LES ILES;6029;Cannes;93;6;61;698;9305;953;11092;19568;36375;25283;3564;8618;12562;16096;25601;32559;41959;58621;16.4;54435.25
60290118;LE GRAND JAS;6029;Cannes;93;6;61;698;9305;976;14294;23129;35535;21241;7628;12579;15905;19740;27688;32594;39649;51040;6.7;20165.68
60290119;LE RIOU;6029;Cannes;93;6;61;698;9305;1137;14736;24189;38631;23895;7569;12256;16435;19344;29059;34197;45065;62186;8.2;46685.60
60290120;CROIX DES GARDES;6029;Cannes;93;6;61;698;9305;1537;19693;31383;48081;28388;11939;17277;22020;26439;37533;43716;53178;73141;6.1;32970.78
60290121;PIERRE LONGUE;6029;Cannes;93;6;61;698;9305;1327;17686;31375;54373;36687;8668;15300;20184;25838;38785;49060;60625;86923;10.0;81193.16
60290122;FONT DE VEYRE;6029;Cannes;93;6;61;698;9305;1046;18427;32161;52987;34560;10534;16427;20430;26171;38647;47799;58683;84290;8.0;49273.54
60290123;SAINT-JOSEPH;6029;Cannes;93;6;61;698;9305;2290;15724;24511;38506;22782;8845;13536;17334;20418;29361;35225;42604;53817;6.1;21329.59
60290124;SAINT-CASSIEN-BASTIDE ROUGE;6029;Cannes;93;6;61;698;9305;423;17389;27048;39600;22211;;;;;;;;;;
60290125;BOCCA CENTRE;6029;Cannes;93;6;61;698;9305;1355;13764;21418;33476;19712;6662;11912;15632;18524;25592;29993;36749;48485;7.3;18503.81
60290126;LES MURIERS;6029;Cannes;93;6;61;698;9305;1406;16159;24862;37509;21350;9939;14514;17668;20771;29039;34679;40744;51870;5.2;18737.15
60290127;LE PLAN;6029;Cannes;93;6;61;698;9305;823;15561;24119;37439;21878;8073;13436;17214;20223;29145;34707;40455;51090;6.3;18335.80
60290128;COLLINE DES PUITS;6029;Cannes;93;6;61;698;9305;808;10193;18784;31440;21247;4369;8661;12166;15318;22341;27565;34491;44875;10.3;16531.92
60290130;RANGUIN;6029;Cannes;93;6;61;698;9305;1480;15662;24864;38640;22978;7458;13320;17543;20667;29635;35354;41814;52560;7.0;18279.69
60290131;LE GRAND SAULE;6029;Cannes;93;6;61;698;9305;1091;14079;22341;36368;22289;8145;12436;15559;18891;26899;32545;41181;54404;6.7;23110.07
60290132;PONT D'AVRIL-L'ABADIE;6029;Cannes;93;6;61;698;9305;998;16524;24842;38694;22170;9345;14665;18147;21397;29561;34754;42710;55693;6.0;22690.76
60300101;GARIBONDY;6030;Le Cannet;93;6;61;695;9305;1056;17393;26654;38775;21383;10021;15269;18826;22517;31392;35687;41910;49981;5.0;17765.26
60300102;HAUTS DE SAINT-JEAN-HAUTS DE L'AUBAREDE;6030;Le Cannet;93;6;61;695;9305;946;19597;30447;45198;25601;11920;16941;21249;25065;35560;41472;49646;62375;5.2;24946.47
60300103;MIRANDOLES;6030;Le Cannet;93;6;61;695;9305;1625;17928;27991;41303;23375;10770;16297;19657;23375;32447;37863;45237;56187;5.2;20510.40
60300104;MIMOSAS;6030;Le Cannet;93;6;61;695;9305;1002;18544;30895;48228;29684;11860;16205;20433;25429;36667;43817;52789;66240;5.6;23636.94
60300105;BLANCHISSERIE;6030;Le Cannet;93;6;61;695;9305;992;17905;27725;40190;22286;12137;16517;19416;23258;31891;37367;44401;54128;4.5;20070.43
60300106;FOUR A CHAUX;6030;Le Cannet;93;6;61;695;9305;989;17958;28056;43484;25526;11109;16167;19927;23503;33028;38861;48011;65633;5.9;29138.85
60300107;COLOMBIER;6030;Le Cannet;93;6;61;695;9305;1874;15481;23617;37293;21812;9415;14021;16972;20378;28197;33874;41322;53773;5.7;23297.03
60300108;MAURICE JEANPIERRE;6030;Le Cannet;93;6;61;695;9305;1806;18812;30141;45342;26530;11951;16857;21297;25679;35986;41958;49706;63807;5.3;31685.28
60300109;COUGOUSSOLES;6030;Le Cannet;93;6;61;695;9305;1102;15446;24036;37870;22424;9278;13847;16578;20197;28989;34807;41448;51571;5.6;21843.31
60300110;EUROPE;6030;Le Cannet;93;6;61;695;9305;1285;15205;24466;40727;25522;8949;13344;16924;20189;29673;36790;46036;60999;6.8;36856.11
60300111;TIGNES ET SEVIGNE;6030;Le Cannet;93;6;61;695;9305;1241;14709;24735;40507;25798;8072;12712;16339;20453;30646;36802;45009;60641;7.5;31506.24
60300112;MOULIERES;6030;Le Cannet;93;6;61;695;9305;1436;15567;24871;39664;24097;8695;13883;17326;20709;30499;36602;43748;57323;6.6;22973.94
60300113;AUBANEL;6030;Le Cannet;93;6;61;695;9305;1552;14264;21752;34242;19978;7001;12024;15749;18575;26402;31620;37913;51172;7.3;23306.14
60300114;SAINTE-CATHERINE;6030;Le Cannet;93;6;61;695;9305;1321;14199;24471;41784;27585;6823;12344;16029;19837;30156;37433;47495;65253;9.6;31430.74
60300115;DOLCE FARNIENTE;6030;Le Cannet;93;6;61;695;9305;1191;17028;29243;47553;30525;10037;15032;19315;23522;34631;42636;52796;67071;6.7;34522.35
60300116;VIEUX CANNET;6030;Le Cannet;93;6;61;695;9305;1046;15383;26186;42949;27566;8011;13267;17277;21077;31112;39016;48207;66404;8.3;32821.71
60300117;COLLINES;6030;Le Cannet;93;6;61;695;9305;1227;14225;34750;66916;52691;5281;10380;18534;26486;43619;57780;75912;126089;23.9;113962.82
60330101;VILLE NOUVELLE-LA PLAINE-LE PLANET;6033;Carros;93;6;61;650;9307;851;24921;36808;51064;26143;17186;22042;27666;31686;42170;47285;54834;66363;3.9;19859.98
60330102;VILLE NOUVELLE-EUSIERE-CIGALES-ESPERE;6033;Carros;93;6;61;650;9307;1168;16836;26275;39495;22659;10309;14752;18542;21906;31019;36672;42825;53447;5.2;19024.45
60330103;VILLE NOUVELLE-LES ARBOUSIERS-L'ASPRE;6033;Carros;93;6;61;650;9307;647;15019;23515;35195;20176;8548;13120;16473;19808;27251;32704;38496;48353;5.7;16534.04
60330104;LES TERRIERS;6033;Carros;93;6;61;650;9307;164;28942;45145;65884;36942;;;;;;;;;;
60330105;LES ECARTS-VILLAGE-PLANS DE CARROS;6033;Carros;93;6;61;650;9307;1314;26957;43724;62354;35397;16244;23385;30533;37606;49769;57636;68976;89822;5.5;40418.25
60690101;CENTRE VILLE NORD;6069;Grasse;93;6;61;694;9305;1565;15221;24014;38941;23720;7402;12965;17242;20493;29046;35775;42684;54113;7.3;23193.20
60690102;SAINT-FRANCOIS;6069;Grasse;93;6;61;694;9305;1534;19659;32948;50290;30631;12601;17852;22157;27098;38703;45360;57125;77069;6.1;45119.97
60690103;CENTRE VILLE SUD-OUEST;6069;Grasse;93;6;61;694;9305;1696;16186;25339;39450;23265;8910;14336;17950;21144;30191;35907;44289;57470;6.5;23300.37
60690104;SAINT-ANTOINE;6069;Grasse;93;6;61;694;9305;1689;23259;38246;56618;33359;14084;20311;26218;32438;44593;51812;62708;80517;5.7;39005.90
60690105;SAINT-JACQUES NORD;6069;Grasse;93;6;61;694;9305;1218;17839;26165;40449;22610;12175;16055;19306;22795;31864;36961;44426;58186;4.8;21786.91
60690106;SAINT-CLAUDE (CANTON NORD);6069;Grasse;93;6;61;694;9305;1118;17487;26415;39971;22484;9867;15626;18913;22570;31492;36818;44371;54703;5.5;21622.74
60690107;LE PLAN;6069;Grasse;93;6;61;694;9305;1302;20450;34631;50065;29615;11954;17719;23449;28916;40121;46133;54996;66674;5.6;59827.17
60690108;SAINT-CLAUDE (CANTON SUD);6069;Grasse;93;6;61;694;9305;1331;21689;34956;49374;27685;12856;18742;24058;29604;40113;46149;53515;68506;5.3;53275.33
60690109;CENTRE VILLE SUD-EST;6069;Grasse;93;6;61;694;9305;1191;15186;22526;34828;19642;6892;13324;16648;19643;26956;32213;38348;48781;7.1;18855.37
60690110;SAINT-MATHIEU;6069;Grasse;93;6;61;694;9305;907;21249;35460;55841;34592;13450;19143;24199;29672;42372;50746;62036;91362;6.8;107068.89
60690111;SECTEUR SAUVEGARDE;6069;Grasse;93;6;61;694;9305;1392;5991;12892;21242;15251;1;4248;7330;10051;16003;18813;24288;34714;34714.0;16912.50
60690112;PLASCASSIER;6069;Grasse;93;6;61;694;9305;965;20598;35807;57842;37244;11600;17607;22614;29283;42800;53897;67298;94717;8.2;51428.37
60690113;LES ASPRES;6069;Grasse;93;6;61;694;9305;1573;17025;28694;45254;28229;8843;14915;18951;23303;34749;41544;51572;67699;7.7;45192.89
60690114;SAINT-JACQUES SUD;6069;Grasse;93;6;61;694;9305;1448;24261;42073;66344;42083;15003;21215;27049;33554;49820;60477;74063;93804;6.3;52834.67
60690115;ROQUEVIGNON-LA MARBRIERE;6069;Grasse;93;6;61;694;9305;649;20025;32605;55622;35597;;;;;;;;;;
